# Pathway	SSM01_Abundance	SSM02_Abundance	SSM03_Abundance	SSM04_Abundance	SSM05_Abundance	SSM06_Abundance	SSM07_Abundance	SSM08_Abundance	SSM09_Abundance	SSM10_Abundance	SSM11_Abundance	SSM12_Abundance	SSM13_Abundance	SSM14_Abundance	SSM15_Abundance	SSM16_Abundance	SSM17_Abundance	SSM18_Abundance	SSM19_Abundance	SSM20_Abundance	SSM21_Abundance	SSM22_Abundance	SSM23_Abundance	SSM24_Abundance	SSM25_Abundance	SSM26_Abundance	SSM27_Abundance	SSM28_Abundance	SSM29_Abundance	SSM30_Abundance	SSM31_Abundance	SSM32_Abundance	SSM33_Abundance	SSM34_Abundance	SSM35_Abundance	SSM36_Abundance	SSM37_Abundance	SSM38_Abundance	SSM39_Abundance	SSM40_Abundance	SSM41_Abundance
PWY-4041: &gamma;-glutamyl cycle	7.4248e-05	0.000165847	0.0001212	9.40992e-05	4.37233e-05	6.42972e-05	2.6724e-05	0.000320416	0	0	0	0.000108391	0.000480395	0.000261775	5.50442e-05	3.23886e-05	0	8.08117e-05	0	7.81417e-05	0.000177911	8.43562e-05	6.44211e-06	0.000111021	0	0	7.69006e-05	0	1.11558e-05	9.35125e-05	6.71162e-05	0	5.3442e-05	0	8.73599e-06	0	0.000187139	6.20999e-05	5.11754e-05	6.02741e-05	0
PWY-4984: urea cycle	0.000158446	3.71725e-05	0.000178628	8.79264e-05	0.000429559	5.93209e-05	0.000182734	0	0	0	0	5.18161e-05	0	5.64368e-05	7.18086e-05	4.35639e-05	0.000145085	0.000319737	0.000327573	3.86959e-05	3.31257e-05	0.000230572	0.000203805	0.000310547	0	0	0.000302035	0	0.000302194	0.000112494	0.00019682	0	0.000251837	0.000487016	0	0	0	0.000288341	0	0.000331449	0
PWY-5004: superpathway of L-citrulline metabolism	0	0	0	1.00917e-05	0	2.14171e-05	0	0	0	0	0	0	0	1.55619e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5005: biotin biosynthesis II	0	0	0	2.37773e-05	0	2.73185e-05	0	0	0	1.76932e-05	0.000104895	5.11144e-06	0	9.51411e-06	2.33694e-05	0	0	0	0	2.39984e-05	0	0	0	9.4565e-06	0	0	0	1.02136e-05	0	5.57263e-05	0	0	0	3.85354e-05	0	0	0	1.77344e-05	0	0	0
PWY-5022: 4-aminobutanoate degradation V	1.38425e-05	5.06627e-05	0	1.13536e-05	2.49022e-05	1.82335e-05	0	0	0	0	0	1.41819e-05	0	0	1.9952e-05	1.42372e-05	0	1.49351e-05	1.05763e-05	1.25383e-05	0	5.2375e-05	0	7.57739e-06	0	0	4.03946e-05	0	3.62214e-05	5.05032e-05	2.54601e-05	0	8.96884e-07	0	5.30678e-06	0	0	7.88887e-05	0	0.000110014	0
PWY-5028: L-histidine degradation II	0	0	9.60271e-05	0	0	0	0	0	0	0.000158213	7.79099e-05	0	1.64373e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62348e-05	0	0	0	0
PWY-5030: L-histidine degradation III	0.000169371	1.59743e-05	0.000213886	0.000142543	0.000382866	0.000129637	0.000293075	0	0	0	0	0.00010182	2.78983e-05	2.33919e-05	3.74811e-05	7.96154e-05	7.88605e-06	0	0	0.000109379	6.59716e-05	0.000275958	0	0	0	0	0.000162061	0	0.000203789	0.000138302	1.72642e-05	0	0	0.000485147	8.25324e-06	0	0	9.37066e-05	0	5.39136e-05	0
PWY-5097: L-lysine biosynthesis VI	0.000376871	0.000396064	0.000370232	0.000406619	0.000483271	0.000355729	0.000476288	0	0	0.000369729	0.000335452	0.000464338	0.00026408	0.000398273	0.000261536	0.000309878	0.000264358	0.000438939	0.00048359	0.000380371	0.000394502	0.000386323	0.000681662	0.000413371	0.000664615	0.00056359	0.000386936	0.000584057	0.000396581	0.00031017	0.000440677	0	0.000413911	0.000514717	0.00051352	4.72225e-05	0.000208995	0.000370444	0.000179371	0.000384323	0
PWY-5100: pyruvate fermentation to acetate and lactate II	0.000214103	0.00027369	0.000166991	0.000181488	8.97265e-05	0.000196628	2.7547e-05	0.000457109	0	3.89114e-05	0.000147982	0.000263967	0.000848632	0.000305948	0.000224504	0.000182142	0.000396426	0.000345921	0.000371915	0.000212377	0.000394022	0.000224816	0.000388523	0.000473898	0.000111969	0.000457472	0.000375938	0.000247173	0.000291597	0.000200035	0.000314128	0	0.000274885	0.000165496	0.000159593	0	0.000146894	0.000227186	0	0.000370444	0
PWY-5103: L-isoleucine biosynthesis III	0.000361421	0.00061864	0.000187777	0.000500965	0.000188879	0.000434063	0.000141873	0.000415221	0.000566112	0.000404927	0.000394304	0.00048889	0.000842677	0.000362496	0.000251191	0.000312043	0.000349152	0.000332617	0.000377405	0.000405999	0.000451046	0.000412683	0.000699249	0.000471899	0.000273603	0.00070748	0.000462722	0.00067848	0.0004024	0.000290587	0.000533762	0	0.000437008	0.000188896	0.000372391	0	0.000259049	0.000392138	5.55636e-05	0.000397143	0
PWY-5104: L-isoleucine biosynthesis IV	0	0	0	1.83002e-05	1.56465e-05	2.16608e-05	0	0	0	0	0	0	0	0	0	0	0	4.29085e-05	0	0	0	9.73221e-06	0	0	0	0	0	0	0	6.811e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.000103709	8.09092e-05	0.000181083	0.000114295	4.48346e-05	4.96921e-05	0.000119426	0	0	0	0	6.94048e-05	3.51293e-05	0.000153859	0	3.10708e-05	0	0	0	3.67307e-05	0.000326414	2.68066e-05	0	3.49643e-05	0	0	5.89675e-05	0	4.84496e-05	0.000104445	2.9377e-05	0	6.93897e-05	0	0	0	0	6.34569e-05	0	0.000142806	0
PWY-5130: 2-oxobutanoate degradation I	0	0	4.41212e-05	0.000107043	3.13317e-05	6.18654e-05	0	0	0	0	0	0	0	0	0	3.82508e-05	0	3.08189e-05	4.62174e-05	0	1.26276e-05	1.72482e-05	0	1.4386e-05	0	0	0	1.52869e-05	0	0	0	0	2.92505e-05	5.23195e-05	0	0	0	3.06895e-05	0	2.51585e-05	0
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	3.78529e-05	0.000198046	0	5.08379e-05	3.18738e-05	4.46194e-05	2.35918e-05	0	0	0.000962594	0.000932827	2.34368e-05	0	0.000493613	0	5.2548e-05	3.10859e-05	5.6025e-05	0	4.36939e-06	0.000193953	3.19393e-05	0	8.59566e-05	0	0	0	0	0	7.71476e-05	2.91185e-05	0	5.10157e-05	0	0	0	0.000349389	4.18843e-05	0	0	0
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	0	0.000103499	0	1.44743e-05	2.12233e-05	1.69964e-05	0	0	0	0.000551045	0.000470523	6.035e-06	0	0.000244963	0	0	0	0	0	0	0.000146534	0	0	0	0	0	0	0	0	4.02376e-05	0	0	0	0	0	0	0.000264153	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.000224383	0.000390805	0.000227557	0.000124084	0.000496373	0.000129684	0.000178334	0	0	0.00029258	0.000301962	0.000135057	3.2746e-05	0.000362599	4.2063e-05	0.000118637	0.000110374	4.37289e-05	9.71977e-05	0.00013507	0.000295136	0.000306222	4.54639e-05	3.55118e-05	0.000190672	0	0.000189955	0	0.000295088	0.000138618	7.65027e-05	0	4.52632e-05	0.000561483	1.20468e-05	0	0.000211648	0.000199171	0	0.000126664	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67075e-06	0	0	0	3.95696e-05	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	4.49961e-05	0.000199748	0	9.70441e-05	3.81655e-05	6.92488e-05	5.67358e-05	0	0	0.000332876	0.000358276	7.47621e-05	5.84759e-05	0.000243231	0.000128364	0.00015865	0.000149111	0.000209313	0.000207794	4.21675e-05	0.000178728	5.02922e-05	0.00012662	0.000245152	0	0.000523121	0.000123261	0.000544249	0.000140074	0.000155465	0.000147011	0	0.000247874	3.96765e-05	8.32976e-05	7.37808e-06	5.10902e-05	0.000166358	0	0.000211017	0
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0	9.99938e-05	0	1.00166e-05	1.99556e-05	1.41302e-05	0	0	0	0.000289026	0.000262712	0	4.45998e-05	7.09537e-05	0	2.26904e-05	0	0	0	0	6.17614e-06	0	0	0	0	0.000427683	0	0	0	1.90029e-05	0	0	0	2.71206e-05	0	0	0	0	0	0	0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0	0	0	0	0	0	0	0	0	8.84179e-05	0.000254181	4.36228e-05	0	0	0	0	0	1.80551e-05	0	0	0	0	0	0	0	0	0	4.78976e-05	0	1.822e-05	0	0	0.000111375	0	0	0	0	0	0.000142931	0	0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0	0.000173199	0	7.34877e-05	6.15315e-05	9.47254e-05	1.60992e-05	0	0	4.59086e-05	0.000145431	7.26144e-05	0	0.000264763	0	2.03147e-05	0	5.6918e-05	0	0	0.000250859	4.18105e-05	0	0	0	0	0	0	0	0.000110788	0	0	2.20738e-05	0	0	0	0	0	0	0	0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	8.97651e-06	0.000151845	0	2.20116e-05	4.23192e-05	2.72232e-05	0	0	0	3.48688e-05	0.000120384	6.1469e-05	0	0.000205782	0	0	0	0	0	0	0.000172814	8.12156e-06	0	0	0	0	0	0	0	4.88007e-05	0	0	0	0	0	0	0.000110065	0	0	0	0
PWY-5367: petroselinate biosynthesis	0	4.85431e-05	0	9.25804e-06	1.05764e-05	2.89849e-05	0	0	0	0	0	6.528e-06	4.23671e-05	9.38912e-05	0	0	0	0	0	0	9.63078e-05	0	0	0	0	0	0	0	0	2.00639e-05	0	0	0	0	0	0	9.7299e-05	0	9.25764e-05	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	6.86112e-05	0.000154117	2.06457e-05	0.000147751	1.92544e-05	0.00016342	1.37104e-05	0.000206146	0	1.30247e-05	6.45121e-05	0.000225144	0.000498685	0.000446239	0	0	0	2.62589e-05	0	0.000163493	0.000280918	2.35865e-05	8.472e-05	3.75434e-05	0	0	2.3313e-05	0	1.26774e-05	7.13329e-05	0	0	5.7532e-05	0	8.66787e-06	0	0.000195274	6.97839e-05	0.000199517	4.57999e-05	0
PWY-5392: reductive TCA cycle II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6453e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-5415: catechol degradation I (meta-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97597e-06	0	0	0	3.39155e-05	0	0	0	0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0	0	0	0	0	0	0	0	0	7.38121e-05	2.03132e-05	0	0	0.000125888	0	0	0	0	0	0	3.74904e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0	0	0	0	0	0	0	0	0	7.38121e-05	2.03132e-05	0	0	0.000125888	0	0	0	0	0	0	3.74904e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	1.07169e-05	2.37277e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.000152735	0.000170539	0.000233014	0.000269515	5.62025e-05	0.000265813	0.000220963	0	0	4.10543e-05	0.000144764	0.00030228	4.83128e-05	0.000278328	8.40632e-05	0.000113322	4.62704e-05	0.000154355	0.00017709	0.000259137	0.000256044	8.77781e-05	7.32605e-06	0.000121618	0	0	0.000241613	3.61251e-05	0.000298152	0.000160006	8.80458e-05	0	0.000245025	0.000187234	0	3.37328e-05	0.000242817	0.000210426	0	9.57661e-05	0
PWY-5497: purine nucleobases degradation II (anaerobic)	0	5.11507e-05	0	3.63695e-05	5.2228e-05	3.10833e-05	6.33006e-05	0	0	0	0	2.78355e-05	0	6.28935e-05	2.84827e-05	2.83761e-05	0	0	0	0	3.17889e-05	3.4866e-05	0	4.21633e-05	0	0	0	0	0	6.59052e-05	0	0	0	0	0	0	0	4.78194e-05	0	4.30542e-05	0
PWY-5505: L-glutamate and L-glutamine biosynthesis	8.01328e-05	7.11716e-05	0	4.34106e-05	2.99988e-05	3.07206e-05	3.86636e-05	0	0	0	0	4.33234e-05	0	7.18455e-05	2.10207e-05	2.88507e-05	0	0	0	4.61544e-05	8.39832e-05	4.4446e-05	0	0	0	0	1.74921e-05	0	0	5.98978e-05	0	0	1.88956e-06	0	0	0	0	8.34352e-05	0	0	0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	0	0.000102653	0	3.01608e-05	2.89356e-05	2.13986e-05	0	0	0	0	6.43424e-05	1.86672e-05	0	0.00025135	0	0	0	2.46777e-06	0	0	0.000142158	0	0	0	0	0	0	0	0	6.02896e-05	0	0	0	0	0	0	0.000157067	0	0	0	0
PWY-5656: mannosylglycerate biosynthesis I	0	8.46627e-05	0	2.6128e-06	1.23354e-05	2.26701e-06	0	0	0	0	0	0	0	3.74776e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13019e-06	0	0	1.40387e-06	0	0	0	0	0	0	0	0
PWY-5659: GDP-mannose biosynthesis	0.000145614	0.000166569	6.35453e-05	5.47191e-05	6.37105e-05	6.01293e-05	0.00011226	0.000358023	0	0.000316335	0.000267969	0.000113803	0.000567087	0.0002591	4.10644e-05	1.15651e-05	0.000111659	0.000110514	0.000157806	9.24908e-05	0.000242017	4.34353e-05	0.000108938	0.000230941	0.000228498	0.000118542	0.000127865	0	0.000182032	0.000109395	8.79502e-05	0	0.000154688	0	1.43004e-05	0	0.000206485	0.000125766	0.000194641	0.000153897	0
PWY-5667: CDP-diacylglycerol biosynthesis I	0.000370296	0.000445742	0.000215986	0.000257715	0.000448649	0.000216238	0.000306337	0.000351007	0	0.000531538	0.000450198	0.000245144	0.000696301	0.000358974	0.000115076	0.000153066	0.000150312	0.000331493	0.000338999	0.000267272	0.000343305	0.000322329	0.000605474	0.00042386	0.000553319	0.000664793	0.000252225	0.000430578	0.000303573	0.000283425	0.000355148	0	0.000317017	0.000518899	0.000449296	0	0.000196017	0.000335438	5.51672e-06	0.000333336	0
PWY-5675: nitrate reduction V (assimilatory)	0	0.000105253	0	1.91668e-05	5.26889e-05	1.08149e-05	0	0	0	0	0	9.28718e-06	0	0.000256853	0	0	0	0	0	0	0.000102738	6.9584e-06	0	0	0	0	0	0	0	4.98934e-05	0	0	1.7258e-06	0	0	0	0.000180375	0	0	0	0
PWY-5676: acetyl-CoA fermentation to butanoate II	9.56831e-05	0.000246357	0	5.14484e-05	6.70034e-05	4.73889e-05	2.92591e-05	0	0	0	0	8.96747e-05	0	1.96488e-05	0.000129967	9.64865e-05	0.000225479	0.000380467	0.000419894	1.55679e-05	0.000157893	0.000203662	0.000306275	0.000599237	0	0.000273576	0.000278559	4.12367e-05	0.000308819	0.000144002	0.000346095	0	0.00022823	0.000123367	2.78644e-05	0	0	0.000237475	0	0.000407778	0
PWY-5677: succinate fermentation to butanoate	5.1296e-06	3.26156e-05	0	0	1.13823e-05	5.55824e-06	0	0	0	0	0	0	0	0	0	0	8.06978e-06	0	0	0	0	4.90068e-05	0	0	0	0	0	0	0	1.81028e-05	4.37896e-05	0	0	0	7.25432e-06	0	0	0	0	0	0
PWY-5686: UMP biosynthesis I	0.000530831	0.000433998	0.000372439	0.000544902	0.000594278	0.00044573	0.000478756	0.000211285	0	0.000377487	0.000356389	0.000555705	0.000744029	0.000282603	0.000387392	0.000403491	0.000515882	0.000452854	0.000456196	0.000455955	0.000484381	0.000483296	0.000684872	0.000486562	0	0.000674474	0.000562565	0.000671519	0.000483789	0.00033896	0.000518263	0	0.000494837	0.000642534	0.00049434	0.000849374	0.000206566	0.000397059	0.000204405	0.000385618	0
PWY-5690: TCA cycle II (plants and fungi)	1.94844e-05	1.34763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65138e-06	0	0	7.53954e-05	0	0	0	0	0	0	0	0	0	0	0	2.46728e-05	0	2.30676e-05	0	0	2.21809e-05	0	2.23898e-05	0
PWY-5692: allantoin degradation to glyoxylate II	0	1.17657e-06	0	0	1.80638e-06	0	0	0	0	0	0	0	0	5.44942e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80295e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-5695: inosine 5'-phosphate degradation	0.000321035	0.00036981	0.000292714	0.000392007	0.000548049	0.000347955	0.000332372	0	0	0.000443747	0.000379805	0.000365881	4.60541e-05	0.000402109	0.00021556	0.000246211	0.00028157	0.000362953	0.000401879	0.000381285	0.000447184	0.000398793	0.000139773	0.000169625	0.000524564	0.000594935	0.000252039	2.42124e-05	0.000357729	0.000332907	0.000245431	0.000379465	0.000342596	0.00062375	0.000114365	0	0.000313276	0.000393685	0.000118927	0.000365278	0
PWY-5705: allantoin degradation to glyoxylate III	0	3.59016e-05	0	9.09794e-06	6.25414e-06	0	0	0	0	0	0	0	0	1.49926e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.55265e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-5723: Rubisco shunt	0	0.000223358	0	1.13177e-05	4.37356e-05	4.88219e-05	0	0	0	0	0	1.5559e-05	0	0.000332717	0	0	0	0	0	0	0.000223532	0	0	0	0	0	0	0	0	4.69844e-05	0	0	1.83895e-06	0	0	0	0.000298989	0	0	0	0
PWY-5724: superpathway of atrazine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8841e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-5747: 2-methylcitrate cycle II	0	1.14888e-05	0	8.43767e-07	4.0019e-06	1.2306e-06	0	0	0	0	0	0	0	0.000109358	0	0	0	0	0	0	5.88515e-05	0	0	0	0	0	0	0	0	1.4557e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	0	7.14841e-05	4.41449e-05	1.07142e-05	0	2.11372e-05	1.22136e-05	0	0	0	0	0	0	0.000185834	0	0	0	0	0	0	9.43002e-05	0	0	1.30948e-05	0	0	0	8.86641e-06	0	3.16098e-05	0	0	2.33846e-06	0	0	0	0.000165978	0	5.26774e-05	0	0
PWY-5838: superpathway of menaquinol-8 biosynthesis I	0	8.53335e-05	0.000106853	3.24346e-05	0	5.98022e-05	3.88851e-05	0	0	0	0	0	0	0.000215947	0	0	0	0	0	0	0.000123395	0	0	0	0	0	0	0	0	7.05117e-05	0	0	7.67564e-06	0	0	0	0	0	0	0	0
PWY-5840: superpathway of menaquinol-7 biosynthesis	0	6.06279e-05	0.000124709	3.06959e-05	0	3.44143e-05	0	0	0	0	0	0	0	0.000203986	0	0	0	0	0	0	0.000121947	0	0	2.47381e-05	0	0	0	1.33979e-05	0	7.00411e-05	0	0	7.71738e-06	0	0	0	0	0	0	0	0
PWY-5845: superpathway of menaquinol-9 biosynthesis	0	6.06117e-05	0.000120938	2.16824e-05	0	3.44143e-05	3.62908e-05	0	0	0	0	0	0	0.000203986	0	0	0	0	0	0	0.000121947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5850: superpathway of menaquinol-6 biosynthesis	0	6.06117e-05	0	2.16824e-05	0	3.44143e-05	0	0	0	0	0	0	0	0.000203986	0	0	0	0	0	0	0.000121947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)	0	3.14791e-05	0	3.01223e-06	1.196e-06	7.35123e-06	0	0	0	0.000345408	0.000274269	1.84701e-06	0	0.000137284	0	0	0	0	0	0	7.07341e-05	0	0	0	0	0	0	0	0	1.16542e-05	0	0	0	0	0	0	0.000109643	0	0	0	0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	0	4.57049e-05	0	1.5021e-05	0	2.39519e-05	0	0	0	0	0	0	0	0.000189559	0	0	0	0	0	0	0.000126572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0	6.79815e-05	7.64989e-05	2.29148e-05	0	4.30174e-05	2.67668e-05	0	0	0	0	0	0	0.00020542	0	0	0	0	0	0	0.000128927	0	0	0	0	0	0	0	0	5.31668e-05	0	0	5.18641e-06	0	0	0	0	0	0	0	0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	0	4.57049e-05	8.7434e-05	1.5021e-05	0	2.39519e-05	2.49269e-05	0	0	0	0	0	0	0.000189559	0	0	0	0	0	0	0.000126572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5896: superpathway of menaquinol-10 biosynthesis	0	6.06117e-05	0	2.16824e-05	0	3.44143e-05	0	0	0	0	0	0	0	0.000203986	0	0	0	0	0	0	0.000121947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis	0	8.42942e-05	0.000115167	2.94835e-05	0	5.55597e-05	3.47512e-05	0	0	0	0	0	0	0.000223362	0	0	0	0	0	0	0.000125483	0	0	2.30481e-05	0	0	0	1.26214e-05	0	6.80234e-05	0	0	6.80441e-06	0	0	0	0.000173666	0	0	0	0
PWY-5898: superpathway of menaquinol-12 biosynthesis	0	8.42942e-05	0.000115167	2.94835e-05	0	5.55597e-05	3.47512e-05	0	0	0	0	0	0	0.000223362	0	0	0	0	0	0	0.000125483	0	0	2.30481e-05	0	0	0	1.26214e-05	0	6.80234e-05	0	0	6.80441e-06	0	0	0	0.000173666	0	0	0	0
PWY-5899: superpathway of menaquinol-13 biosynthesis	0	8.42942e-05	0.000115167	2.94835e-05	0	5.55597e-05	3.47512e-05	0	0	0	0	0	0	0.000223362	0	0	0	0	0	0	0.000125483	0	0	2.30481e-05	0	0	0	1.26214e-05	0	6.80234e-05	0	0	6.80441e-06	0	0	0	0.000173666	0	0	0	0
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0	0	6.54442e-05	0	0	0	0	0	0	0	0	0	2.74947e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1852e-05	0	0
PWY-5913: partial TCA cycle (obligate autotrophs)	5.6371e-05	0.000175575	2.28829e-05	6.37127e-05	2.17334e-05	8.69227e-05	0	0	0	0.000439859	0.000435003	0.000204822	0	0.000435011	0	2.3226e-05	0	5.32513e-05	0	0	0.000187	1.25148e-05	0	4.01704e-05	0	7.43004e-06	1.40541e-05	0	0	0.0001022	9.90946e-06	0	9.58961e-06	0	3.39923e-05	0	0.000351072	1.94569e-05	0	2.99962e-06	0
PWY-5918: superpathway of heme b biosynthesis from glutamate	0	0.000125722	0	2.22481e-05	2.16481e-05	2.50081e-05	0	0	0	0.000302139	0.000287677	0	6.06005e-05	0.000150992	0	1.51455e-05	0	0	0	0	0.000102842	0	0	0	0	0	0	0	0	3.0826e-05	0	0	0	0	0	0	6.74044e-05	0	0	0	0
PWY-5920: superpathway of heme b biosynthesis from glycine	0	8.38031e-05	0	1.14076e-05	1.16668e-05	1.54767e-05	0	0	0	0.00023758	0.00024541	0	0	9.31007e-05	0	0	0	0	0	0	1.14631e-05	0	0	0	0	0	0	0	0	1.06368e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II	0.000470208	0.00062222	6.11336e-05	0.000479919	0.00015453	0.000357523	4.31704e-05	0.000297794	0	0.000261144	0.000209862	0.000472597	0.000575699	0.000506669	0.000181817	0.000121957	0.000293728	0.000350972	0.000351979	0.000485911	0.000591476	0.000272451	0.000409127	0.00061788	0	0.000366622	0.000253082	0.000142733	0.000203322	0.000238495	0.000379405	0	0.000273751	0.00013295	7.67009e-05	0	0.000287979	0.000311759	0	0.000339119	0
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	0	0.000123851	0.00023456	0.000145356	0.000327183	0.000172829	0	0	0	0	0	0.000154777	4.88651e-05	0.000300584	0	0	0	0	0	0	0.000267918	0	0	0	0	0	0	0	0	0.000153294	0	0	0	0	0	0	0.000242225	0	7.93081e-05	0	0
PWY-5972: stearate biosynthesis I (animals)	0	3.61119e-05	0	5.4279e-06	9.87233e-06	1.14903e-05	0	0	0	0.000153726	4.94372e-05	5.82297e-06	0	0	0	0	0	2.11246e-06	0	0	1.37917e-05	0	0	0	0	0	0	0	0	1.92988e-05	0	0	0	0	0	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis	0.0001555	9.09698e-05	0.000234829	0.000163982	0.000479105	0.000194001	0.000269367	0	0	0.00044316	0.000425961	0.000226731	5.20988e-05	0.00025711	0.00011419	0.000193542	0	8.84616e-05	0.000185801	0.000179875	0.00023678	0.000256964	9.68946e-06	6.0481e-05	0	0.000524919	0.000238477	6.54094e-05	0.000385563	0.000235492	0.000107962	0	0.000327344	0.000466499	3.0827e-05	0	0.000199238	0.000229461	0.00024924	0.000142272	0
PWY-5981: CDP-diacylglycerol biosynthesis III	8.06265e-06	7.70215e-05	0.000137267	3.96027e-05	3.65083e-06	8.95311e-06	0	0.000405326	0	0.000349529	0.000329213	0	0.000678954	0.000136062	3.89205e-05	0.000137708	0	0	0	0	9.64888e-05	2.50772e-05	0	0	0	0	0	1.28273e-05	0	0	0	0	5.02405e-06	2.25192e-05	0	0	0	7.2433e-06	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.000119176	9.6408e-05	0.000234784	0.000151585	0.000392315	0.00017666	0.000113139	0	0	0.000517034	0.000486663	0.000189132	4.40863e-05	0.000230318	7.88114e-05	8.14042e-05	0	0	0	0.000116019	0.000197568	0.000114752	0	0	0	0	9.32705e-05	0	0.000214863	0.000133657	2.31244e-05	0	2.26327e-05	0.000407468	0	0	0.000206205	4.48641e-05	7.10624e-05	0	0
PWY-5994: palmitate biosynthesis (type I fatty acid synthase)	0	0	0	0	0	0	0	0	0	0	0	1.5249e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.000462454	0.000500408	0.0003892	0.000453537	0.000546468	0.000386368	0.000393609	0.000350438	8.73375e-05	0.000270585	0.000299311	0.000388086	0.000782514	0.000406817	0.000336651	0.000360215	0.000454937	0.000433566	0.000405292	0.000396727	0.000383521	0.000420241	0.000314075	0.000511477	0.000340383	0.000766103	0.000476487	0.000699374	0.000418135	0.000324712	0.000394349	0	0.000480616	0.000622836	0.000421396	0.000802492	0.000216771	0.00033745	0.000209725	0.000381059	0
